문장,긍정 확률,star,result
난 왜 다들 뭐라하는지 모르겠네재밋기만한데평점보고 안보는친구 보여줬더니 재밋기만하다함 ,0.9905412793159485,10,10.0
이 너무 쌨다 아쉬워요 ,0.07346329838037491,4,0.0
서사가 너무 약해서 그 모든 연출을 뭉개트림 느낌없는 액션신만 와르르르 ,0.009951150044798851,1,0.0
보고 나와서 리뷰칸을 보는데 평이 이렇게 안좋을줄은 상상도 못했음 최근에 이슈 될만한건 거의 다 넣어서 약간 복잡하긴 했는데 결국엔 범인이 그런걸 다 이용해서 사건을 이끌어 가니까 전혀 문제 없었고 정해인의 연기가 너무 맘에 들었고 황정민의 연기도 매우 훌륭했음 연출과 액션은 말 할것도 없음 너무 좋았음 단점이라고 할만한건 약간 좀 짜치는게 있었는데초반에 힘내라 어쩌고 하는거랑 유튜버들 나와서 조순 출소 할때 마냥 하는거 이장면은 진짜 요즘 활동하는 유튜버들 같지도 않고 옛날 년대에 활동하는 맨날 형님만 찾는 들을 넣은것 같았음 이게 약간 고증이 별로다 정도 결과적으로 봤을땐 매우 재밌었고 확실한건 범죄도시 보단 천만배는 더 재밌었음 볼때는 약간 범죄도시 만큼 재밌게 본 것 같음 ,0.9910135865211487,10,10.0
추석 가족영화 킬링타임용으로 좋음 ,0.9921861886978149,10,10.0
진짜어떡하냐차라리 을 여러번 보는게 훨씬 재미있겠다 싶었음와  ,0.035265855491161346,2,0.0
진짜 개별로 배우들 아까움 ,0.008993126451969147,1,0.0
위트와 시류를 담은 류승완이 류승완했다 ,0.09605858474969864,10,1.0
년 만에 돌아온 베테랑 시리즈 류승완 감독의 작품 황정민과 정해인의 만남 시민들의 영웅이자 경찰들의 악당 해치의 살인행동으로 인해 겉잡을 수 없는 사건들이 일어나면서 뜻밖의 반전이 나와 전개는 약하지만 어두운 분위기가 강렬하면서 액션만큼은 기대이상 결과물을 보여준 영화 ,0.9921091198921204,10,10.0
그냥 시간때우기용 돈아깝 ,0.007600731682032347,2,0.0
전편에 비해 아쉬웠어요 ,0.13755875825881958,6,1.0
대 엄마 아빠도 재밌게 끝까지 집중해서 잘 보셨고 평점 너무 낮아서 걱정했는데 액션도 좋고 꽤 재밌게 봤습니다 ,0.9916507601737976,8,8.0
편이 잘되니 역시 대충 ,0.01500181294977665,1,0.0
연출은 장비와 기술의 발전이 있었을뿐 각본은 년대 감성에 머물러있음보는내내 단 한번도 웃지를 못했다 ,0.03765898570418358,1,0.0
평점으로 인해 기대를 안 하고 봤지만 킬링타임용으로 괜찮은 영화입니다점대 영화는 아닌 것 같아요 점대가 적당할 것 같아요 ,0.8259205222129822,10,8.0
이게 뭔 영화지 스토리가 미흡한 느낌 ,0.00740741565823555,1,0.0
왜 평점이 낮은지 이해 할 수가 없음 ,0.7736236453056335,10,8.0
정해인배우님 연기가 너무 좋았어요 ,0.9921892881393433,7,7.0
역시 류승완표 액션은 실패 없네요 장기하 음악감독의 음악이 극의 몰입도를 더 가져와서 좋더라고요 년이 지났지만 여전한 베테랑즈 너무 반가웠고 실감나는 액션 잘 봤어요 ,0.9919396042823792,10,10.0
범죄도시 따라잡기 베테랑 돌려내  ,0.03643364459276199,5,0.0
저도 평점보고 아햇는데볼만했어요 편처럼 간간히 코믹장면도들어가고편이랑 내용이 달랐어요 것도 나쁘지않았구여 그래도 편이 훨훨훨 재밌어요 ,0.9916254878044128,10,10.0
그냥저냥 킬링타임용으로 볼만함 ,0.07521060854196548,6,0.0
내가이거 보려고 리클라이너 좌석에 오만원을 썼다 그냥 넷플에 개봉해주지좋은 배우들 다 모아놓고 이게 뭐야 ,0.013913660310208797,4,0.0
평점 낮아서 반신반의하고 봤는데볼만했어요저는 재밌었네요연기 정말 최고 ,0.9919205904006958,10,10.0
너누너무 뻔하고 첫째만한 둘째가 없네요 ,0.02653101645410061,2,0.0
류승완감독은 믿었는데 영화가 너무 실망스러움 그냥 재미가없음 감독와 제작사는 베테랑이 왜 흥행했었는지 다시 생각해봐야 할듯 ,0.0073808329179883,5,0.0
액션신 재미있더라구요 빗속 액션신은  했습니다 정해인 존잘에 연기도 잘하네요 ,0.9924041628837585,10,10.0
실감나는 액션이 일품이네요 ,0.9921884536743164,10,10.0
개콘 보는줄 시대는 빨리 바뀌는데 어쩜 이리 그대로냐 ,0.009232982061803341,4,0.0
액션연출만 좋았음 정해인 마스크좀 벗겨주지 너무 섭섭했음  ,0.010217677801847458,6,0.0
성공한 편에 기대지않고 다른 길을 택한게 신선했고 박선우를 연기한 정해인의 새로운 모습이 좋았고 혼란한 사회의 질서를 위한 선택을 한 서도철 신념이 멋있었다 ,0.9920424818992615,10,10.0
빌런이 중심이던 시리즈에서 중심이 무너졌을 때 남는 건 세련된 액션뿐 ,0.38531142473220825,5,2.0
처음 보다는 조금 아쉬웠지만 재미있게잘봤어요  감정이입이너무되어서 그런지 아들이 학폭당한모습과 마지막 장면에서 전울었어요가족의 뭔가말할수없는감동이있었던거같아요 ,0.9916633367538452,8,8.0
진짜개노잼편을그렇게재밌게만들어놓고 편은왜이러는거에요진짜 배우들이아깝다은말이되는내용이라면는 말도안되는내용임 ,0.006923631764948368,1,0.0
갠적으로 범도보다 재밌게 봤어요 한번은 볼만합니다 ,0.992395281791687,10,10.0
영화를 보는 내내 이 영화가 추석을 겨냥한 초대작이라는 한국 영화의 현실이 너무나 우울했다 ,0.13743798434734344,1,0.0
너무 뻔해서 예측 가능한 영화 ,0.011756382882595062,7,0.0
재미 없어요 시간아까움 ,0.00720962742343545,1,0.0
액션은 좋았는데  안보현을 왜이렇게 쓰냐고  ,0.030278336256742477,6,0.0
개인적으론 개연성이나 유머가 시즌에 비해 조금 아쉬웠다 ,0.12152565270662308,8,1.0
엄청 재밌는데 평점이 왜 낮은걸까  액션도 좋고 연기도 좋았어요 정해인 연기도  ,0.9918473958969116,10,10.0
초반까진 볼만했는데 중후반 늘어지고 지루해서 재미없었음 ,0.007385864853858948,1,0.0
베테랑편 때가 전생같다 ,0.34296050667762756,4,1.0
범죄도시보다 재밌게 봤습니다 평점이 이렇게 낮은 이유는 모르겠네요 ,0.9923611283302307,10,10.0
인권 좋아하는 정치권에서 작정하고 평점테러하는 중 처럼 재벌을 때려야지 가 이렇면 되겠냐지만 영화 매우 재밌습니다 ,0.9923378825187683,10,10.0
재밋는데 왜들 그렇게 평가 테러이신지 모르겠네요 가족들이랑 재미나게 보고 왔습니다 ,0.9898712038993835,10,10.0
스토리 너무망 ,0.007986702024936676,1,0.0
시끄럽고 재미없음 이전만 못하고 내용도 비질란테 카피함 ,0.00698726624250412,2,0.0
하  할말이 없다 ,0.025226309895515442,2,0.0
아이고 이게 최선입니까  매사에 화가나잇고 예민한 황정민 많이도봤다 ,0.5089887976646423,4,2.0
짝패 추억의 향기가 느껴지는 ,0.8636564016342163,6,5.0
액션 굿 재밌어요 천만가즈아 ,0.9925392270088196,10,10.0
리뷰에 공감되는 부분도 있었지만 전반적으로 재밌게 봤다 ,0.9919705390930176,8,8.0
편보다 좋은 영화 찾기 힘드라는 예를 확실하게 보여주는 영화황정민은 판박이 연기와 대사만 보여주고 감독도 이젠 뻔한 오락적인 요소들만 모아서 짜집기하여 만든 ,0.017908889800310135,6,0.0
정해인잘생겼고예끝임니다 ,0.8235582709312439,2,2.0
재밌게 봤어요 ,0.9923592209815979,10,10.0
평점이 왜이리 낮은지 모르겠네요 평점보고 고민하다 봤는데 안받음 후회할 뻔했습니다시간가는줄 모르고 재밌게 잘 봤습니다 ,0.9921506643295288,10,10.0
감상평이 진짜 다들 비슷하군사람 느끼는게 똑같구나 보고나서도 찜찜한 영화 ,0.025149276480078697,2,0.0
아놔  멈미까 이거 ,0.07653308659791946,2,0.0
전편은 전편대로 이번편은 이번대로 볼만합니다 전편과 비교들 하는 리뷰혹평보고 볼까말까 고민 했었는데 역시나 류승완 감독이 상업영화는 잘 만드는듯요 ,0.9740281701087952,10,10.0
잔인한 부분들은 보기힘든 부분들도 있었지만 액션도 화려하고 배우분들 연기도 좋아서 잘봤습니다 ,0.9917408227920532,8,8.0
아쉬움이많이 남네요 ,0.04038059338927269,6,0.0
오프닝보고 이게 맞나 싶더라 조태오를 뛰어넘을 수 없었다 ,0.4603375196456909,5,2.0
이건 안 만드는 게 도 좋았다기억나는 대사는 욕 밖에 없다베테랑 생각하고 보면 너무 아쉽다감독님 제발다음 영화는 이전처럼 ,0.02290687896311283,1,0.0
난 류승완이를 이해한다 범죄도시처럼 감독들이 돌려먹어도 만 찍는게 대중의 수준인데명절때 적당히 만들어 한몫안땡길 이유가 없지  나는 류승완감독 이해한다 ,0.12399613112211227,4,0.0
정해인 눈빛 연기하나 건짐  이 배우는 앞으로 더 기대된다  스토리는 허술했고웃음포인트는 싸늘한  분위기 후반부부터 와재미없다 그먀 보고 싶다 했음 ,0.3295833170413971,2,1.0
오락영화로서 아주 만족스러웠습니다정해인 눈빛연기 압권이였어요 스펙트럼이 넓네요쫄깃한 액션적당한 웃음배우들 연기추석에 보기에 딱 ,0.9919072389602661,9,9.0
내포 메가박스에서 일 가족들과 보고 왔습니다시작부터 끝까지 정신없이 휘몰아치는 영화 입니다너무 재미있게 봤어요 감동 포인트는 약하지만 액션과 웃음포인트 많았습니다 범도 시리즈 보다는 월등히 재미 났습니다 ,0.9919907450675964,10,10.0
나름 킬링타임하기 좋았어요 ,0.915092408657074,10,9.0
권선징악 통쾌함은 전편보다 못 하지만 액션과 연기는 어느 영화 못지 않다 영화는 시나리오 촬영 후작업 등 몇년에 걸쳐 완성되다보니 그 동안 사회현상을 그려낸 비슷한 이야기들이 생겨나기 마련이다 국민사형투표와 이꽃님 작가의 죽이고 싶은 아이가 잠시 생각났다 어딘가에서 정해인 배우가 악역에게 서사를 주면 혹시라도 악역을 이해하게 될 수도 있겠다고 한 얘기가 생각난다 살인자는 살인자고 가짜뉴스의 생산과 그에 동조한 우리들도 공범이 아닐까 박선우의 안녕이 서늘하다 ,0.9819716811180115,10,10.0
처음엔 킬링타임용으로 나쁘지 않다고 생각했는데 점점 스토리가 산으로 가서 당황함 ,0.008786573074758053,7,0.0
베테랑에 기대하는 스토리가 아니라 새로운 이야기로 관객을 만나고 싶어한듯 류승완 감독을 너무 좋아하지만 웃음포인트도 스토리도 의도한바에 못미치는  정해인만 빛났다 ,0.01817399635910988,5,0.0
정해인의 새로운 배우미 액션 영화가 예쁘기까지 하다 ,0.9769196510314941,10,10.0
재미있어요재미있어요 ,0.9922588467597961,7,7.0
평점이 낮아서 불안했는데 배우들 연기는 말할 것도 없고 전 지루할틈 없이 괜찮았어요  마지막 스토리가 살짝 허무하긴 했지만 나름 볼만합니다 추석연휴에 잘 봤습니당 ,0.9920341372489929,8,8.0
베테랑 기대한거 치고 재미가 덜했지만 볼만 했어요 ,0.8470813632011414,6,5.0
 계단씬 지린다   정해인 액션 상상이상으로 욜라 잘한다 뜨처음엔 정해인 선역인듯 악역인듯 만들어서 그래도 응원하게 만들다가 마지막에 엥스럽게 찐악역을 만들어버림빌런에 대한 서사나 스토리가 약간 부족함 왜 다짜고짜 사람을 죽이는가 분명 이유가 있을거 같았는데 좋게 풀수 있는 스토리를 엥스럽게 만들어버림 ,0.8760730624198914,9,8.0
재미없다 한국영화라서 봤다 ,0.00787870492786169,6,0.0
그냥 기대를 버리고 보면 연휴에 볼만합니다 혹평이 많지만 정해인 감상하고 황정민도 보고 그럭저럭생각만 안하고 보면 됩니다 ,0.7960025668144226,8,6.0
새로운 감각의 액션 ,0.9908407926559448,10,10.0
황정민 최고 영시 믿고 봅니다 ,0.9905581474304199,10,10.0
이 정도면 잘 만든 영화 아닌가요 점대 평점은 이해가 안가네요 ,0.9844191670417786,8,8.0
내가 아닌 타인은 나쁜 놈 다 때려잡자는 이야기에서  옳고 그름을 내가 판단하는 것이 옳은지 묻는 인물들 ,0.987561821937561,8,8.0
여러모로 이해가 안가는 부분이 많네요 ,0.029438968747854233,7,0.0
시작부터 너무 짜치지 않았나 싶음 ,0.07979927957057953,6,0.0
평점이 낮길래 걱정했는데 잼있음 ,0.9920502305030823,10,10.0
평점 보고 기대감 없이 봐서 그런가 생각보단 괜찮던데요 배우님들 연기도 잘 하시구 점은 너무햅 명절에 가볍게 보기 좋았습니다 ,0.9791474938392639,8,8.0
내 시간 돈 모두 아까워가족과 싸움만 했네 ,0.007425430230796337,1,0.0
배우들 연기   시즌때보다 전 개인적으로 더 재밌었어요  와 메인 남주를 정해인을 쓰시생각을 하다니  요즘 하도엄친아 드라마만보다가  막상또 정해인 액션을보니 반전매력 그와중에 안보현님 나와서넘나 존좋 ,0.9920675754547119,10,10.0
아 그냥 나중에 넷플릭스에 뜨면 볼걸 ,0.1640956550836563,4,1.0
가 나온다면 이번 편은 를 위한 빌드업이라고 생각하시고 보면 편할 것 같습니다에서 나오던 클리셰들형님들 너무하시네  저 새끼 싸움 존나 잘해이 있지만 감독이 의식해서 그런가 뻔한 장면에서 나오고 만약 가 안 나와서 이번 편 빌런의 떡밥이 회수 안 된다면 굉장히 잘 만들어지지 못한 영화 같습니다 ,0.06894399225711823,4,0.0
스토리에 개연성이 부족함 빌런의 행동에 당위성이 없음 그냥저냥 킬링타임용 영화 오백만도 어려울듯 ,0.007298754528164864,7,0.0
영화에 개연성이 너무 없어요 추석에 개봉한 한국 영화 텐트풀 영화가 이것뿐이라니 한국 영화 미래가 암담합니다 ,0.019641391932964325,2,0.0
에휴  연출 대사 너무 촌스러워요 ,0.012400195002555847,4,0.0
이런 영화가 천만간다면  그건 영화가 재밌어서가 아니고 볼만한 다른영화가 없었다는 거 밖에 ,0.0792103111743927,2,0.0
난 베테랑도 그닥 재밌게 보진 않았고 이 영화도 볼게 없어서 봤다 역시나 시작과 동시에 터져나오는 클리셰적이고 유치한 장면들에 내가 이 영화를 다 볼 수 있을까 걱정되었다 하지만 다행이도 그 후로는 볼만은 했다 그렇지만 단점이 너무나도 명확히 보이는 영화라 평점은 점 정도가 적당해 보인다 ,0.029002657160162926,6,0.0
할인받아서 보세요영화 다보고 드는 생각은 팝콘 맛있었다 ,0.1558864861726761,6,1.0
스토리도 좀 억지고 초반 몸개그도 영 인데 빌런역하던애 싸이코 연기랑 액션만 그나마 볼만해서 봐준 느낌이 없진 않다 전체적으로 컷 편집도 너무 구리더라 합성을 어떻게 했길레 사람 주변부분만 흐릿하고 뒤 배경은 또렷하냐진짜 액션 말곤 볼게 없고 걍 스토리니 뭐니 신경안쓰고 잘싸우는것만 보고 싶으면 보는 영화고 황정민이랑 빌런배우가연기 잘해서 그나마 그걸로 보는 느낌 ,0.007558206561952829,6,0.0
영화 재밌게 봤습니다 ,0.9924436211585999,8,8.0
편을 넘는 감동과 재미는 느끼지 못했지만추석에 가족과 함께 보는 영화로 괜찮았습니다큰 기대 안하고 보세요 ,0.9923284649848938,8,8.0
부모님 모시고 재미있게 봤네요 좋아하십니다 ,0.9920253753662109,10,10.0
정해인 배우 연기 잘하는지 몰랐는데 눈빛에 광기가 배우들 연기에 소름 돋았는데 평점 왜 낮은지 모르겠네요  흥미진진하게 너무 재밌게 봤어요 ,0.9916736483573914,10,10.0
정해인의 기존 이쁘고 정직한 이미지를 교묘하게 악역으로 섞어놓은게 인상깊었어요 액션신도 역동적이고 박진감있어서 볼만했습니다 정해인과 황정민 사이에 그 전에 사연이나 정해인이 해치가 된 사정이 나올 줄 알았는데 전혀 그런 점이 없던게 반전 아닌 반전이네요  ,0.992119312286377,10,10.0
정의란 무엇인지 이미 결정내리고 판단내려서 먹여버리려는 감독의 속셈 ,0.20589114725589752,4,1.0
액션빼고 다 안 좋았습니더 ,0.10169436037540436,4,0.0
멋지다 베테랑팀그리고 정해인 ,0.9924231767654419,10,10.0
재미있다평점은 저 평가 됨정도 주고싶음평점보고 안볼라다가기대 안하고 재미게 봄추석 추천영화 ,0.9923930168151855,8,8.0
안 어울리는 재료를 넣은 추석의 잡채 추석 연휴를 보내기에는 좋은 영화 ,0.17293596267700195,7,1.0
솔직히 애초에 명작 느낌의 소재도 아니고 편하게 즐겁게 보는 컨셉으로 만든 영화같은데나는 아주즐겁고 재밌게 봤다 우리 가족 모두 즐겁게 보고 좋은 시간보냄 ,0.9920352101325989,8,8.0
왜 점대인지 모르겠는데 그냥 완벽한 팝콘무비로 역할 수행을 잘 한거 같은데 점수가 너무 낮아서 기대 안해서 더 재미있었을수도 있는데 갠적으론 나쁘지 않았음 ,0.9904003739356995,8,8.0
뭔가 모르게  부족해서 갸웃거리게 된다 ,0.6005750894546509,8,5.0
추석에 가족과 보기 괜찮아요 ,0.9891436696052551,8,8.0
점대 영화는 아니에요 ,0.4190007150173187,10,4.0
어째서인지 너무 과소평가되고 있는 것 같다 개인적으로는 나쁘지 않은 맛이었다 ,0.9921234250068665,10,10.0
가족들과 즐겁게 봤어요 ,0.9920529127120972,10,10.0
너무 잔인해요  정해인 광기어린 눈빛은 볼 만 했어요 ,0.8500112295150757,8,7.0
개인적으로 영화볼 때 유튜버들 스트리밍 하는 그런 소재가 저는 너무 몰입도가 깨지는 것 같아요 영화 볼 때 자꾸 유튜버들 나와가지고 스토리가 전개되는데 무튼 저는 베테랑은 까지만 하는게 맞음 영화 할인해서 봐서 그나마 다행이라 생각함 휴우 에 나오면 그때 보세여 다들 ,0.01658266969025135,6,0.0
시라리오 진짜허접만화사건뉴스유튜브등돈아깝다 ,0.007311996538192034,2,0.0
류승완 감독작품 맞음 외주준거냐 ,0.03828023374080658,4,0.0
평점왜이렇게 낮은지 걱정했는데 재밌어요 ,0.9921151995658875,10,10.0
액션볼만해요기대했던만큼은 아니지만 가끔 현웃터지게하는 포인트도있고 정해인님 맑눈광연기 볼만했어요 ,0.9924507737159729,10,10.0
역시 믿고 보는 류승완 감독 ,0.9922795295715332,9,9.0
카메라 연출이나 스토리에 신경을 쓴게 보인다 스토리가 좀 더 치밀했으면 좋았겠지만 양산형 액션영화보다는 훨씬 좋게 느껴지고 앞으로가 더 기대된다 ,0.9923141598701477,7,7.0
편보다는 확실히 루즈하고 서사도 없고 쫌 연출도 어지럽다고해야되나 정해인의 새로운 얼굴을 본것 말고는 별로 ,0.010360639542341232,6,0.0
시간 가는 줄 모르고 재밌게 잘 봤어요 ,0.9918578267097473,10,10.0
재미없습니다 티켓값으로 맛있는 식사 하세요 ,0.007480181287974119,1,0.0
실제보니까잼나게 봤어요 ,0.9853330254554749,10,10.0
실화가 아닌 극영환데 서사가 하나도 없음극장용이 아닌  킬링타임 무비 정도베테랑 이 천만 달성한 것에 비해 영화가 주는 무게감이 현저히 부족함 ,0.014674344100058079,2,0.0
영화는 좀 아쉽고 배우들 연기는 다 좋앗다 ,0.14011690020561218,8,1.0
진짜 지루하고 산만하고 어둡고 모냐의 그 느낌 다 사라짐 ,0.007471095304936171,3,0.0
노잼은 아니지만 기대에 비해 아쉬움이 있음 ,0.03205890581011772,7,0.0
기대가컸던만큼 아쉬움도 남지만 그럭저럭 잘봤습니다 ,0.8339766263961792,6,5.0
아니 현실고증 너무 잘 되어 있고 액션이나 연기나 뭐하나 나무랄 게 없던데 평점이 왜 이럼 ,0.9924626350402832,10,10.0
아 베테랑 편이 정말 잘 만든 영화였던듯 그리고 마지막 쿠키 장난하냐 그리고 해치가 왜 그런 일을 할 수 밖에 없었던 사연이 더 있었으면 좋았을것 같고 어설픈 개그코드는 과감히 삭제했으면 더 좋았을듯 ,0.8749411106109619,6,5.0
베테랑은 정말 못된놈을 잡으려다 놓치고 싸우다 이기려는차에 지다가 이기다가해서 아이고 윽 악 나이스 이런 쫄깃함이 있었는데 신작은 아쉽지만 아무것도 없네요정말 많이 기대했지만 아쉬움이 큽니다 ,0.723621129989624,1,1.0
인간의 판단은 어디까지여야 하는가그리고 맛없는 라면을 먹어야 하는 인생의 고단함 ,0.6692239046096802,10,7.0
배우분들은 잘못이 없어요감독이 문제죠후반부터 하품 나오고 지루했음 ,0.007150137796998024,2,0.0
장난하냐  ,0.009714084677398205,1,0.0
정해인님 최고다 얼굴도 연기도 눈부셨다개인적으로 악역에게 서사부여 안하고 그냥 미친놈으로 그려내는걸 좋아해서 재밌게 봤음 이유가 있어 악인을 혐오하게 된거라는 서사 있었으면 이후에 죄없는 사람 건든게 설명이 안되고 그냥 이러려고 경찰 된거다여기서 경찰이라는 감투 앞세워서 바질란테마냥 명분 두고 살인을 즐긴거라는걸 느껴서 좋았음 그냥 정해인님이 미친놈 연기를 너무 잘하심 ,0.9918711185455322,8,8.0
기대하고 보러갔는데 너무 실망입니다충격임 ,0.008174154907464981,1,0.0
비질란테가 생각나는 스토리였네요 연휴간에 봤을 때 후회는 없을 영화입니다 나름 재미있게봤네요 제일 흠잡을만한 장면은 쿠키영상정도 ,0.9919296503067017,8,8.0
감상포인트 따위는 없음짬뽕 영화 노잼 그 자체 ,0.007644355297088623,2,0.0
정해인 캐릭터 표현이 너무 좋았습니다 류승완 감독님표 액션도 역시 시원시원하고 저는 무척 재밌게 잘 봤습니다 ,0.9913961291313171,10,10.0
배테랑 리유니언만 반가웠고 많이 다뤘던 소재라 아쉬웠다 ,0.09521739929914474,8,1.0
재미없다는 얘기가 많아서 걱정했는데 명절에 가족들하고 무난하고 재밌게 보고 왔습니다 ,0.9924161434173584,8,8.0
전작과 같은걸 기대 했었다면 실망 했겠지만 저는 오히려 더 재미있게 봤어요 요새 이슈인 사적제재에 대해 다루는데 저는 굉장히 흥미롭게 봤습니다 연출이 좀 촌스럽긴 한데 여기 매겨진 평점보다는 괜찮은거 같아요 ,0.9920222759246826,10,10.0
악역에 대한 개연성  베테랑  생각하고 후기 별로였는데도 보러왔다 후기가 안좋은데는 이유가 있었다 ,0.3876972794532776,1,0.0
배테랑 생각하고 보시면 실망이 크실것 같습니다 ,0.03412627801299095,4,0.0
오우 기대안하고봤는데 잼있네요  추천합니다 ,0.9920333027839661,10,10.0
누가 재미없다고 했냐재미있었어 생각할 거리도 있고애써서 만든 영화 폄하하지 마라 ,0.49108269810676575,8,4.0
정해인 연기만 남음대사가 많은편도 아니라고 느껴졌고 표정과 눈빛액션이 대부분이었는데 그걸 정말 잘살림 안녀엉하고 윙크할때 정해인과 사랑에 빠짐 ,0.9913486838340759,10,10.0
베테랑 기대하고 보시면 안됩니다 ,0.032820481806993484,2,0.0
정해인 황정민 두 배우의 연기가 미쳤어요  특히 정해인 배우 액션씬은 기대 이상이었어요 ,0.9909709692001343,10,10.0
악역의 서사가 없어서 엥 하게되요스토리좀 넣어주시지 ,0.07678095996379852,1,0.0
오프닝 부분 빼고는 잘 감상했습니다 ,0.9691276550292969,10,10.0
액션 시원시원하고 재밌다 내취향임 ,0.992085874080658,10,10.0
편은 유아인 유해진이 살렸던거임 투자사들의 성화로 급하게 만들었나 스토리가 영 부실하고 소재도 최근 다른데서 너무 많이 봤던 것들이라 실망 ,0.013255064375698566,6,0.0
여기저기서 꿰다만든 스토리연기력도 거기서 거기 ,0.013707761652767658,4,0.0
범죄도시가 부러웠나봄 ,0.19356146454811096,4,1.0
즐겁게 봤습니다 ,0.9924831986427307,8,8.0
연기자들 연기가 리얼 그 자체로 흥미로웠다 ,0.992030143737793,9,9.0
빗물 옥상 ,0.0811697319149971,10,1.0
즐거운 추석 보내세요 화이팅 ,0.9067577123641968,1,1.0
베테랑  생각하고 가시면 후회합니다 ,0.45450425148010254,2,1.0
재밌게 봤어용 왜 평점낮은지몰겠네 ,0.9925010800361633,10,10.0
완천 재미있어요 평이 낮은 이유를 모르겠어요 ,0.9924293160438538,10,10.0
평점보고 걱정했는데시간가는줄 모르고 순삭보세요 츄쵼 ,0.7800243496894836,10,8.0
좋긴 했지만 좋은 소재들로 완성도가 쫌 ,0.6167903542518616,7,4.0
베테랑이 될텐가 썩은 고인물이 될텐가 ,0.02209400199353695,5,0.0
평점보고 걱정했는데 범죄도시보다 배 재밌었음 오프닝보고 아 망했다 내 시간 아깝다 생각했는데 이게 알고보니 노홍철 전략처럼 초반에 기대감을 확 낮춰놓고 영화의 진가를 보길 바랬던것임오프닝이후부터는 전부 다시보니 선녀같다의 퍼레이드 돈안아깝고 오히려 평점만 보고 포기했으면 후회했을듯넘 끔찍한 장면이 많긴했는데 액션씬이 화려하고 배우들 잘생겼슈 ,0.7828916907310486,10,8.0
엄마 아빠랑 보러 가서 다 너무 재밌게 보고 왔어요정해인님 진짜 잘생겼네요 ,0.9916048049926758,10,10.0
편보다 나았고 개인적으로 재밌었음 별점 점 영화는 솔직히 아님 ,0.9922298789024353,10,10.0
첨부터 방송 컨텐츠 나올때부터 기대 하락이나 다시 봐야겠다 정해인보다짧게 나온 안보현이 더 강렬했음 ,0.17517414689064026,7,1.0
실망이네요기대하고봤는데 ,0.0210320595651865,4,0.0
베테랑을 안본 입장에서 요즘 나온 영화들중에서는 볼만함 황정민은 항상 연기 잘하던 배우고 정해인은 시동에서보다 훨씬 연기가 좋아짐 다만 영화 초반 등장 액션씬에서 과도한 음향효과가 거슬리고 의미없는 카메라 클로즈업이 아쉬웠음 영화 전체 소재가 너무 흔해서 딱히 새로움은 없었으나 배우들 연기와 액션이 살렸다고 봄 ,0.9234135150909424,5,5.0
편이 더 나은거 같아요 ,0.36254432797431946,8,3.0
너무 음악이 시끄럽습니다 장면 하나 하나 집중하기가 힘들고 내용도 다른 드라마나 영화에 나왔던 내용 짜집기해서 합쳐놓은 영화같은 느낌입니다 ,0.007157073821872473,1,0.0
계단 액션 감탄하면서 봄 ,0.9920210242271423,10,10.0
평점때매 안보려다가 심심해서 봤는데 솔직히 그정도로 최악은 아님 ,0.023871706798672676,6,0.0
많이 아쉽다 나오면 망한다 ,0.022441057488322258,4,0.0
최악의 영화였음 베테랑 전작에 먹칠 ,0.007035583257675171,1,0.0
액션 신을 굉장히 공들여 찍은 티가 났고 순간 순간의 연출이 좋았다 해치에게 서사가 없어서 아쉽다고 하지만 서사가 없는 변명거리가 없는 빌런이 있기를 바라지 않았었나 물론 그간의 전개를 배반하는 것이기에 호불호는 갈릴 것 같다 ,0.9924052357673645,9,9.0
편과 독립해서 본다면 충분히 오락액션으로 재밌게 볼만한 영화였음 남산 계단 추락씬은 한번 더 보고 싶고 세월에 약간 낡은 황정민 얼굴도 좋았다 ,0.9921793937683105,10,10.0
범죄도시가 점 이라면 베테랑는 점 뛰쳐나가고 싶었고 시간 드럽게 안감 ,0.024999890476465225,1,0.0
소시민이자 베테랑 경찰 서도철에게 정의란 죄 짓지 않는 것이며 지키는 것 ,0.8536139726638794,7,6.0
편 구색 맞출려는것만 보임 ,0.009641275741159916,4,0.0
냉동피자를 먹는 그런 느낌 ,0.037077002227306366,6,0.0
올해 봤던 영화 중에 최악 ,0.009005773812532425,1,0.0
채팅댓글 활용 씬들 줄였으면 더 좋았을거 같지만그래도 잘봤어요 ,0.9921247363090515,8,8.0
평론가들 돈먹엇냐 어이가없네 ,0.4524601697921753,1,0.0
솔직히 보다 조금 아쉬운건 사실이지만 재밌었습니다 베테랑 특유의 시원한 액션도 좋았고 특히 가족들이랑 추석에 재밌게 보기 좋아여범죄도시 정도는 된다고 생각하는데 평점이 오 이렇게 안좋죠 ,0.9922020435333252,8,8.0
수준이하의 전형적인 한국영화임 ,0.0076876115053892136,2,0.0
디테일함이 진짜 미친영화다 시원한 액션 대박이고 명절에 이런 영화를 봐야지 평점테러 왜하지이 재밌는 영화를 이해불가 ,0.992537796497345,10,10.0
별로에요 영화 보다 시계 잘 안보는데 ,0.007892891764640808,4,0.0
재미있어요원래 팬 아니었는데 정해인씨의 매력을 발견함 ,0.9924582242965698,10,10.0
류승완맛 범죄도시 ,0.18646319210529327,6,1.0
액션씬은 굿 그외 다 별루 ,0.015265450812876225,4,0.0
